0, 0.00, 0.00,24.00,-6.00,24.00,-6.00,25.00,-6.00,29.00,-7.00,29.00,-7.00,30.00,-7.00,31.00,-7.00,31.00,-8.00,30.00,-8.00,29.00,-9.00,27.00,-9.00,27.00,-8.00,27.00,-6.00,28.00,-5.00,28.00,-4.00,28.00,-4.00,28.00,-4.00,28.00,-3.00,27.00,-3.00,26.00,-3.00,25.00,-3.00,25.00,-4.00,26.00,-4.00,27.00,-4.00,28.00,-5.00,28.00,-7.00,28.00,-8.00,29.00,-10.00,28.00,-10.00,29.00,-11.00,29.00,-12.00,29.00,-12.00,29.00,-12.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1, 0.00, 0.00,29.00,-8.00,29.00,-8.00,29.00,-8.00,32.00,-8.00,32.00,-8.00,33.00,-8.00,34.00,-9.00,34.00,-9.00,33.00,-9.00,33.00,-9.00,32.00,-9.00,31.00,-9.00,31.00,-8.00,32.00,-7.00,33.00,-7.00,33.00,-7.00,34.00,-7.00,34.00,-7.00,33.00,-6.00,32.00,-6.00,32.00,-5.00,31.00,-4.00,31.00,-4.00,32.00,-2.00,32.00,-1.00,32.00,-2.00,32.00,-3.00,32.00,-4.00,32.00,-5.00,32.00,-6.00,32.00,-8.00,32.00,-8.00,32.00,-8.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2, 0.00, 0.00,30.00,-7.00,30.00,-7.00,31.00,-7.00,32.00,-8.00,32.00,-8.00,32.00,-8.00,32.00,-9.00,32.00,-9.00,31.00,-10.00,31.00,-10.00,31.00,-10.00,31.00,-9.00,32.00,-8.00,32.00,-7.00,32.00,-6.00,32.00,-6.00,32.00,-5.00,31.00,-5.00,30.00,-3.00,29.00,-3.00,28.00,-3.00,28.00,-3.00,28.00,-2.00,29.00,-2.00,29.00,-2.00,29.00,-3.00,30.00,-4.00,31.00,-4.00,31.00,-6.00,31.00,-7.00,32.00,-8.00,32.00,-8.00,32.00,-8.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
3, 0.00, 0.00,29.00,-7.00,29.00,-7.00,29.00,-7.00,30.00,-6.00,30.00,-6.00,30.00,-6.00,31.00,-6.00,32.00,-6.00,32.00,-5.00,32.00,-5.00,32.00,-5.00,32.00,-5.00,33.00,-5.00,33.00,-5.00,33.00,-5.00,33.00,-5.00,33.00,-5.00,33.00,-5.00,32.00,-4.00,31.00,-4.00,31.00,-4.00,31.00,-5.00,31.00,-5.00,32.00,-5.00,32.00,-5.00,32.00,-5.00,32.00,-5.00,32.00,-5.00,32.00,-5.00,32.00,-6.00,33.00,-6.00,33.00,-6.00,33.00,-6.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
4, 0.00, 0.00,33.00,-7.00,33.00,-7.00,33.00,-7.00,34.00,-8.00,34.00,-8.00,34.00,-8.00,34.00,-9.00,34.00,-9.00,33.00,-9.00,32.00,-9.00,32.00,-9.00,32.00,-9.00,33.00,-9.00,33.00,-9.00,34.00,-8.00,35.00,-7.00,34.00,-7.00,34.00,-6.00,33.00,-5.00,32.00,-6.00,31.00,-7.00,31.00,-7.00,32.00,-7.00,32.00,-6.00,33.00,-6.00,33.00,-5.00,33.00,-5.00,33.00,-5.00,33.00,-5.00,32.00,-5.00,32.00,-6.00,32.00,-6.00,32.00,-6.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
5, 0.00, 0.00,29.00,-4.00,29.00,-4.00,29.00,-4.00,30.00,-5.00,30.00,-5.00,31.00,-5.00,32.00,-6.00,33.00,-7.00,33.00,-8.00,33.00,-9.00,33.00,-9.00,33.00,-9.00,33.00,-8.00,33.00,-7.00,32.00,-5.00,31.00,-3.00,30.00,-2.00,30.00,-2.00,29.00,-1.00,28.00,-2.00,27.00,-3.00,28.00,-3.00,28.00,-4.00,29.00,-3.00,30.00,-3.00,31.00,-3.00,32.00,-4.00,32.00,-5.00,31.00,-6.00,29.00,-6.00,28.00,-7.00,28.00,-7.00,28.00,-7.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
6, 0.00, 0.00,26.00,-5.00,26.00,-5.00,27.00,-5.00,29.00,-5.00,29.00,-5.00,30.00,-5.00,32.00,-6.00,32.00,-8.00,33.00,-8.00,33.00,-9.00,33.00,-10.00,33.00,-10.00,33.00,-10.00,34.00,-10.00,34.00,-9.00,33.00,-8.00,32.00,-8.00,32.00,-7.00,31.00,-7.00,30.00,-6.00,30.00,-6.00,30.00,-6.00,31.00,-6.00,31.00,-5.00,30.00,-4.00,30.00,-3.00,29.00,-3.00,29.00,-4.00,29.00,-4.00,29.00,-5.00,29.00,-5.00,29.00,-5.00,29.00,-5.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
7, 0.00, 0.00,29.00,-5.00,29.00,-5.00,29.00,-5.00,30.00,-8.00,30.00,-8.00,30.00,-8.00,31.00,-9.00,31.00,-10.00,30.00,-11.00,30.00,-10.00,29.00,-10.00,29.00,-10.00,29.00,-10.00,29.00,-9.00,29.00,-8.00,29.00,-8.00,29.00,-8.00,28.00,-8.00,27.00,-7.00,26.00,-7.00,25.00,-6.00,25.00,-6.00,25.00,-5.00,24.00,-3.00,24.00,-3.00,24.00,-3.00,24.00,-3.00,23.00,-3.00,23.00,-4.00,23.00,-4.00,23.00,-4.00,23.00,-4.00,23.00,-4.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
8, 0.00, 0.00,22.00,-4.00,22.00,-4.00,23.00,-5.00,26.00,-6.00,26.00,-6.00,27.00,-7.00,28.00,-9.00,28.00,-11.00,28.00,-12.00,27.00,-12.00,26.00,-12.00,25.00,-12.00,24.00,-11.00,24.00,-10.00,25.00,-8.00,25.00,-8.00,26.00,-7.00,27.00,-6.00,26.00,-6.00,26.00,-6.00,25.00,-6.00,25.00,-6.00,25.00,-6.00,25.00,-6.00,25.00,-6.00,25.00,-7.00,26.00,-8.00,27.00,-9.00,28.00,-11.00,28.00,-12.00,29.00,-13.00,29.00,-13.00,29.00,-13.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
9, 0.00, 0.00,27.00,-11.00,27.00,-11.00,27.00,-11.00,29.00,-10.00,29.00,-10.00,29.00,-10.00,30.00,-10.00,30.00,-10.00,29.00,-11.00,29.00,-11.00,28.00,-11.00,28.00,-11.00,28.00,-10.00,29.00,-9.00,29.00,-8.00,29.00,-7.00,29.00,-6.00,29.00,-5.00,28.00,-5.00,28.00,-5.00,29.00,-7.00,29.00,-7.00,29.00,-8.00,29.00,-8.00,29.00,-8.00,29.00,-8.00,28.00,-8.00,28.00,-9.00,29.00,-9.00,29.00,-9.00,30.00,-10.00,30.00,-10.00,30.00,-10.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
